#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321B5D5B0
#Date Time: 2023-03-19 10:35:00.133
#Sample rate: 16000Hz
#Samples: 32768
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 1 V Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 500 mV/div Offset: 0 V Attenuation: 1 X Sample Mode: Average
#Channel 2: Range: 500 mV/div Offset: 0 V Attenuation: 1 X Sample Mode: Average
#Wavegen Channel 1: Running
#Mode: Custom
#Type: MyWave
#Frequency: 1 Hz
#Period: 1 s
#Amplitude: 2 V
#Offset: 0 V
#Phase: 0 °

Time (s),Channel 1 (V),Channel 2 (V)
-1.023954590984975,0.7435085066723089,0.2523261616721879
-1.023892090984975,0.7438480193861808,0.24759504954311212
-1.023829590984975,0.7438480193861808,0.25029854218829334
-1.023767090984975,0.7435085066723089,0.24353981057533286
-1.023704590984975,0.7431689939584363,0.24286393741402645
-1.023642090984975,0.7428294812445656,0.2374569521236738
-1.023579590984975,0.7431689939584369,0.24117425451079494
-1.023517090984975,0.7428294812445656,0.2401604447688489
-1.023454590984975,0.7431689939584363,0.23948457160755482
-1.023392090984975,0.7431689939584369,0.24117425451079494
-1.023329590984975,0.7431689939584369,0.2384707618656229
-1.023267090984975,0.7431689939584369,0.2462433032205049
-1.023204590984975,0.742489968530693,0.2408363179301467
-1.0231420909849749,0.742150455816821,0.2367810789623699
-1.023079590984975,0.742150455816821,0.23813282528495802
-1.023017090984975,0.742489968530693,0.2398225081882019
-1.0229545909849749,0.742150455816821,0.23678107896236805
-1.022892090984975,0.742150455816821,0.23711901554301568
-1.022829590984975,0.742150455816821,0.23847076186560878
-1.0227670909849749,0.742150455816821,0.23847076186561
-1.022704590984975,0.742150455816821,0.2391466350269053
-1.022642090984975,0.742150455816821,0.23745695212366397
-1.0225795909849749,0.742150455816821,0.23813282528495802
-1.022517090984975,0.742150455816821,0.23678107896236744
-1.022454590984975,0.742150455816821,0.2381328252849605
-1.022392090984975,0.742150455816821,0.2371190155430175
-1.022329590984975,0.742150455816821,0.23678107896236744
-1.022267090984975,0.742150455816821,0.23880869844625707
-1.022204590984975,0.7414714303890784,0.23711901554301876
-1.022142090984975,0.7414714303890771,0.23678107896236744
-1.022079590984975,0.7414714303890771,0.23711901554301568
-1.022017090984975,0.7414714303890771,0.23711901554301568
-1.021954590984975,0.7414714303890771,0.23678107896236744
-1.021892090984975,0.7414714303890771,0.23678107896236744
-1.021829590984975,0.7414714303890771,0.23711901554301507
-1.021767090984975,0.7414714303890771,0.23678107896236744
-1.021704590984975,0.7414714303890771,0.23711901554301507
-1.021642090984975,0.7414714303890771,0.23678107896236805
-1.021579590984975,0.7414714303890771,0.23711901554301568
-1.021517090984975,0.7411319176752046,0.23745695212366397
-1.021454590984975,0.7407924049613339,0.23745695212366397
-1.021392090984975,0.7411319176752053,0.23745695212366397
-1.0213295909849749,0.7407924049613333,0.2371190155430163
-1.021267090984975,0.7407924049613333,0.23745695212366336
-1.021204590984975,0.7407924049613333,0.23745695212366397
-1.0211420909849749,0.7407924049613333,0.23745695212366336
-1.021079590984975,0.7407924049613333,0.2371190155430163
-1.021017090984975,0.7401133795335894,0.23745695212366397
-1.0209545909849749,0.7401133795335894,0.23779488870431226
-1.020892090984975,0.7401133795335894,0.23779488870431226
-1.020829590984975,0.7401133795335894,0.23779488870431226
-1.0207670909849749,0.7401133795335894,0.23779488870431226
-1.020704590984975,0.7401133795335894,0.23779488870431226
-1.020642090984975,0.7401133795335894,0.23779488870431226
-1.0205795909849749,0.7401133795335894,0.23779488870431226
-1.020517090984975,0.7401133795335894,0.23779488870431226
-1.020454590984975,0.7401133795335894,0.23779488870431226
-1.020392090984975,0.7401133795335894,0.23779488870431226
-1.020329590984975,0.7401133795335894,0.23779488870431226
-1.020267090984975,0.7401133795335894,0.23779488870431226
-1.020204590984975,0.7401133795335894,0.23779488870431226
-1.020142090984975,0.7404528922474612,0.23779488870431226
-1.020079590984975,0.7401133795335894,0.23779488870431226
-1.020017090984975,0.739773866819718,0.23813282528495988
-1.019954590984975,0.7397738668197174,0.23779488870431226
-1.019892090984975,0.7397738668197174,0.2381328252849611
-1.019829590984975,0.7397738668197174,0.23847076186560817
-1.019767090984975,0.7397738668197174,0.23847076186560878
-1.019704590984975,0.7397738668197167,0.2381328252849605
-1.019642090984975,0.7394343541058461,0.2381328252849605
-1.019579590984975,0.7394343541058455,0.2381328252849605
-1.019517090984975,0.7397738668197174,0.23779488870431287
-1.019454590984975,0.7397738668197174,0.23813282528495988
-1.019392090984975,0.7394343541058455,0.2381328252849605
-1.0193295909849749,0.7394343541058448,0.23847076186560817
-1.019267090984975,0.7390948413919741,0.2381328252849611
-1.019204590984975,0.7390948413919735,0.2381328252849605
-1.0191420909849749,0.7390948413919735,0.2381328252849605
-1.019079590984975,0.7390948413919735,0.2381328252849605
-1.019017090984975,0.7390948413919735,0.23847076186560878
-1.0189545909849749,0.7390948413919728,0.2381328252849611
-1.018892090984975,0.7387553286781016,0.23847076186560878
-1.018829590984975,0.7384158159642296,0.23779488870431226
-1.0187670909849749,0.7384158159642296,0.2381328252849605
-1.018704590984975,0.7384158159642296,0.2381328252849605
-1.018642090984975,0.7380763032503577,0.2381328252849605
-1.0185795909849749,0.7384158159642296,0.2381328252849605
-1.018517090984975,0.7384158159642296,0.2381328252849605
-1.018454590984975,0.7384158159642296,0.2381328252849605
-1.018392090984975,0.7384158159642296,0.2381328252849605
-1.018329590984975,0.7384158159642296,0.2381328252849605
-1.018267090984975,0.7384158159642296,0.2381328252849605
-1.018204590984975,0.7384158159642296,0.23847076186560817
-1.018142090984975,0.7384158159642296,0.2381328252849605
-1.018079590984975,0.7384158159642296,0.2381328252849605
-1.018017090984975,0.7380763032503583,0.23779488870431287
-1.017954590984975,0.7384158159642296,0.2381328252849605
-1.017892090984975,0.738076303250357,0.2381328252849605
-1.017829590984975,0.7377367905364863,0.2381328252849605
-1.017767090984975,0.7377367905364857,0.23779488870431226
-1.017704590984975,0.7377367905364857,0.23813282528495988
-1.017642090984975,0.7377367905364857,0.23779488870431287
-1.017579590984975,0.7377367905364857,0.23847076186560878
-1.017517090984975,0.7377367905364857,0.23813282528495988
-1.017454590984975,0.7377367905364857,0.23779488870431287
-1.017392090984975,0.7373972778226137,0.23779488870431226
-1.0173295909849749,0.7370577651087418,0.23745695212366336
-1.017267090984975,0.7370577651087418,0.2371190155430163
-1.017204590984975,0.7370577651087418,0.2381328252849605
-1.0171420909849749,0.7370577651087418,0.23745695212366458
-1.017079590984975,0.7370577651087418,0.23779488870431226
-1.017017090984975,0.7373972778226137,0.23779488870431226
-1.0169545909849749,0.7370577651087418,0.23779488870431287
-1.016892090984975,0.7370577651087418,0.2381328252849605
-1.016829590984975,0.7370577651087418,0.23779488870431226
-1.0167670909849749,0.7370577651087418,0.23779488870431348
-1.016704590984975,0.7370577651087418,0.23847076186560878
-1.016642090984975,0.7363787396809979,0.23847076186560878
-1.0165795909849749,0.7363787396809979,0.23880869844625707
-1.016517090984975,0.7363787396809979,0.23880869844625707
-1.016454590984975,0.7363787396809979,0.23847076186560878
-1.016392090984975,0.7360392269671265,0.23880869844625646
-1.016329590984975,0.7360392269671259,0.23880869844625707
-1.016267090984975,0.7360392269671259,0.23847076186560878
-1.016204590984975,0.7363787396809972,0.23847076186560878
