2way travel time [s],AS [V],PSD [dB/Hz]
0.0,5.869044437182035,-4.710795122636812
5.425347222222229e-10,4.779859179301632,-5.602318080933336
1.0850694444444458e-09,14.663669997820891,-0.7340423165224346
1.6276041666666687e-09,1.207571215766197,-11.577341576015689
2.170138888888885e-09,12.107483243008483,-1.565930333820564
2.712673611111108e-09,2.6917393730384163,-8.096139028912495
3.255208333333331e-09,13.536634528367307,-1.0813620634728962
3.797743055555554e-09,1.472393712514722,-10.716229557953183
4.340277777777777e-09,5.587226022615414,-4.924506695997835
4.8828124999999996e-09,1.7220959639401443,-10.035895611411476
5.4253472222222225e-09,5.025146448359508,-5.3849818706337995
5.967881944444445e-09,1.6254502062453697,-10.286732400936282
6.510416666666668e-09,6.416672071541389,-4.323370650902448
7.052951388888891e-09,2.1210090692416435,-9.13104384504877
7.595486111111108e-09,17.363885366232044,0.0
8.13802083333333e-09,2.6880659253018875,-8.102069943661284
8.680555555555553e-09,16.978119690274905,-0.09757319136179107
9.223090277777776e-09,5.4339341679911595,-5.045325373846923
9.765624999999999e-09,7.745875880736132,-3.505763764215122
1.0308159722222222e-08,7.710591356454087,-3.5255922289948467
1.0850694444444445e-08,6.633715379688995,-4.178900758998997
1.1393229166666668e-08,5.849168348526058,-4.725527887882036
1.193576388888889e-08,11.519405678860933,-1.7821683693574653
1.2478298611111114e-08,3.23650870639203,-7.295701303967527
1.302083333333333e-08,11.22917643242103,-1.8929900452191115
1.3563368055555553e-08,5.348487747077717,-5.1141590481878465
1.4105902777777776e-08,12.255974354804996,-1.5129906648550686
1.4648437499999999e-08,8.138994549040584,-3.290761524093874
1.519097222222222e-08,10.833014972834578,-2.0489756662272955
1.5733506944444445e-08,10.753386719550813,-2.0810164559391717
1.6276041666666667e-08,9.375205588587473,-2.676661098949002
1.681857638888889e-08,7.829350492516248,-3.4592117469093524
1.7361111111111107e-08,10.488390513520313,-2.1893806098952346
1.7903645833333336e-08,13.424246928265033,-1.1175697797198767
1.8446180555555552e-08,1.3922655311087917,-10.959248387646497
1.8988715277777782e-08,11.75977317257909,-1.6924796506167639
1.9531249999999998e-08,4.883844465647703,-5.508850853840938
2.0073784722222228e-08,1.5067123807192797,-10.616165531278693
2.0616319444444444e-08,1.463357882002721,-10.742963589059972
2.115885416666666e-08,6.987924721120109,-3.9529869222107
2.170138888888889e-08,2.273777494714323,-8.82898946399301
2.2243923611111106e-08,7.743395207946105,-3.507154846477365
2.2786458333333336e-08,5.636079321730447,-4.88669813322868
2.3328993055555552e-08,11.528389162935477,-1.7787828153066776
2.387152777777778e-08,2.2132111179499487,-8.946240668259255
2.4414062499999998e-08,12.70263756077512,-1.357530033125417
2.4956597222222227e-08,2.1334084571556393,-9.105728976615369
2.5499131944444444e-08,10.779880995375885,-2.0703294355096817
2.604166666666666e-08,0.18135491476440077,-19.81117580462012
2.658420138888889e-08,7.895758879604536,-3.4225303263396807
2.7126736111111106e-08,0.8909332314122067,-12.898017518011438
2.7669270833333335e-08,9.22786997230574,-2.745454436758898
2.821180555555555e-08,1.1181865023843145,-11.91132664438188
2.875434027777778e-08,3.990395639345316,-6.386309528219634
2.9296874999999997e-08,1.7445729637006786,-9.979577722610266
2.983940972222223e-08,11.407974268403935,-1.8243837710602318
3.038194444444444e-08,0.13862935307201887,-20.977917134653588
3.092447916666666e-08,5.444837585790373,-5.036619803260738
3.146701388888889e-08,1.2594117974024432,-11.394791528378489
3.2009548611111105e-08,7.5729366969229845,-3.603825835084214
3.2552083333333335e-08,2.210516342036807,-8.951531800972068
3.309461805555555e-08,3.3307692407958336,-7.171023646751835
3.363715277777778e-08,1.2840656186520316,-11.310596923006539
3.41796875e-08,4.721894035858573,-5.655306731902688
3.4722222222222227e-08,1.5203176830906349,-10.577125631385924
3.526475694444444e-08,3.712894124840889,-6.699343447654597
3.580729166666667e-08,2.0160677961372295,-9.351417775962412
3.634982638888889e-08,0.4868581694238101,-15.522444482143946
3.6892361111111105e-08,2.4489582749416456,-8.506655242987883
3.7434895833333334e-08,4.3977749457520385,-5.964139092696147
3.797743055555555e-08,0.7948014430070659,-13.393882631043281
3.851996527777778e-08,4.545921838381682,-5.820249457433607
3.9062499999999997e-08,6.118531463329625,-4.529997123776602
3.9605034722222226e-08,1.593862649310133,-10.371960165679766
4.014756944444444e-08,4.627751824971198,-5.742768492773418
4.069010416666667e-08,4.950107576052681,-5.450322728776395
4.123263888888889e-08,4.2580317021845335,-6.104380194761873
4.1775173611111105e-08,3.938994494068362,-6.442615362768942
4.2317708333333334e-08,3.330483936328146,-7.171395667309409
4.286024305555555e-08,2.7376550563285464,-8.022681837513698
4.340277777777778e-08,4.351281029118922,-6.010297767583651
4.3945312499999996e-08,1.3183172004630495,-11.19626991549228
4.4487847222222226e-08,6.304349461387236,-4.400066311589868
4.503038194444444e-08,1.5226055290004004,-10.570595075259288
4.557291666666667e-08,6.763680769398685,-4.0946380834764255
4.611545138888889e-08,1.4644124249217216,-10.739835049984524
4.6657986111111104e-08,4.428763884408677,-5.93364383149562
4.7200520833333334e-08,1.2720848590654756,-11.351308265510955
4.774305555555555e-08,1.0557997284226424,-12.160653640752122
4.828559027777778e-08,0.2252204277871839,-18.870391309860686
4.8828124999999996e-08,4.021263896336377,-6.35284335319096
4.9370659722222225e-08,0.2838141731026391,-17.86612830582829
4.991319444444444e-08,1.1161908980516697,-11.919084332765312
5.045572916666667e-08,0.23477704258903861,-18.689912823783185
5.099826388888889e-08,2.6846765652685827,-8.107549381983505
5.154079861111112e-08,0.5849899923707138,-14.724984735115916
5.208333333333333e-08,2.8274334116131254,-7.882545243040796
5.262586805555555e-08,0.8275954934946477,-13.218287928924703
5.316840277777778e-08,3.1464919027810154,-7.418202915626132
5.3710937499999995e-08,0.5979865601308568,-14.629554867874763
5.4253472222222225e-08,5.815085653714654,-4.750907939462571
5.479600694444444e-08,1.4755833941325793,-10.706831508944479
5.533854166666667e-08,2.0254529526942875,-9.33124750202652
5.588107638888889e-08,0.40880758394714156,-16.281279660632638
5.6423611111111116e-08,2.8094839149270943,-7.9102036004712595
5.696614583333333e-08,1.6348085087200277,-10.261800206025898
5.750868055555555e-08,2.598017479466578,-8.250048413481228
5.805121527777778e-08,0.09671511190979253,-22.541525713518006
5.8593749999999995e-08,1.1840497853866605,-11.662769466082619
5.9136284722222224e-08,0.20092534849053204,-19.36612179776035
5.967881944444444e-08,1.7481272081554273,-9.970738777319209
6.022135416666667e-08,2.3046507399373435,-8.770417908069758
6.076388888888889e-08,4.931106326175842,-5.46702542993041
6.130642361111112e-08,2.6939478155351266,-8.092577312793095
6.184895833333333e-08,2.1956622363472547,-8.980813776083615
6.239149305555555e-08,3.6428814068032307,-6.782018769176197
6.293402777777778e-08,4.298087946803894,-6.063716123169045
6.34765625e-08,4.469888219360582,-5.893502473718245
6.401909722222222e-08,1.3253622550385562,-11.173123118605229
6.456163194444444e-08,4.329086690134994,-6.032506273643748
6.510416666666667e-08,3.0134278104586802,-7.605861180396287
6.564670138888889e-08,1.3750212064632843,-11.013375138417207
6.618923611111112e-08,1.039460743900535,-12.228388175441708
6.673177083333333e-08,4.423784569840034,-5.9385294055877615
6.727430555555556e-08,2.54345558879221,-8.342227511994437
6.781684027777778e-08,4.233093806680209,-6.129890173471254
6.8359375e-08,2.897146857857937,-7.776763996576185
6.890190972222222e-08,5.728822230705986,-4.815815640268418
6.944444444444444e-08,1.864803439050908,-9.690138485944884
6.998697916666667e-08,6.280024767355896,-4.416855535044848
7.052951388888889e-08,0.6194660770909923,-14.476293812953108
7.107204861111112e-08,3.858677063994514,-6.532084764159035
7.161458333333333e-08,0.17102636212114325,-20.0658385202682
7.215711805555556e-08,5.092797640856065,-5.3269048993094685
7.269965277777778e-08,0.6568498902968736,-14.221807783145124
7.32421875e-08,3.3285300177630486,-7.173944321152499
7.378472222222222e-08,0.497308961286938,-15.430206249323678
7.432725694444444e-08,4.674884108824602,-5.698760609214565
7.486979166666667e-08,0.3850765906527619,-16.54099791975912
7.541232638888889e-08,5.789076024501917,-4.770376570929645
7.595486111111111e-08,0.6499682845350092,-14.267547444438755
7.649739583333333e-08,2.975172431241817,-7.661347689504771
7.703993055555555e-08,0.29593665110925405,-17.684481551124428
7.758246527777778e-08,4.71328959183617,-5.663227857218656
7.8125e-08,1.5156633694155246,-10.59044155328887
7.866753472222221e-08,1.8340225290451821,-9.762422438096177
7.921006944444444e-08,1.3815315809801685,-10.992860929526822
7.975260416666667e-08,4.389628983998624,-5.972190952565017
8.02951388888889e-08,2.439319923379487,-8.523781470885618
8.08376736111111e-08,0.4733938873930124,-15.644242641432777
8.138020833333333e-08,2.5239596714886936,-8.375644986764035
8.192274305555556e-08,3.924609686875562,-6.458504385694611
8.246527777777779e-08,0.539299162848131,-15.078171638939171
8.300781249999999e-08,2.021630644663325,-9.33945097862702
8.355034722222222e-08,1.8009087653195583,-9.841551981656183
8.409288194444445e-08,1.2504080099778054,-11.425951629657785
8.463541666666665e-08,2.557453692887396,-8.318391312247513
8.517795138888888e-08,4.440217640900919,-5.922426520933273
8.572048611111111e-08,2.9936921856897283,-7.634397663028706
8.626302083333334e-08,0.6861606918224689,-14.032210750812382
8.680555555555555e-08,2.11516900344821,-9.143018365058756
8.734809027777778e-08,0.7022809882895994,-13.931359984014426
8.7890625e-08,2.2601266008458163,-8.85514143222903
8.843315972222221e-08,1.834559331496963,-9.761151481889083
8.897569444444444e-08,3.4615472921734507,-7.0037664064533764
8.951822916666667e-08,0.8162110238719797,-13.27844453903946
9.00607638888889e-08,2.8302798870586234,-7.878175248953441
9.06032986111111e-08,1.5125245006308286,-10.599444917276408
9.114583333333333e-08,2.5504774973365647,-8.330254138911972
9.168836805555556e-08,0.35251377485484786,-16.924708178461472
9.223090277777779e-08,0.8455769846955589,-13.124937563963803
9.277343749999999e-08,0.24105334362487618,-18.575337501164423
9.331597222222222e-08,1.4209048336239234,-10.870819183901457
9.385850694444445e-08,0.10295519198794363,-22.269986572308458
9.440104166666665e-08,1.7175047921984712,-10.04748952523128
9.494357638888888e-08,0.3168555204044868,-17.387856320211107
9.548611111111111e-08,1.1590745319550826,-11.755355467349366
9.602864583333334e-08,0.2573673775078522,-18.290934127839414
9.657118055555555e-08,2.355246104095389,-8.676106159457769
9.711371527777778e-08,0.4208570398014275,-16.155123138828554
