0.000000000000000000e+00,4.051905995668047922e+01
5.425347222222221862e-10,4.874022156688564422e+00
1.085069444444444372e-09,2.064480793130275060e+01
1.627604166666666662e-09,1.057248840511327259e+01
2.170138888888888745e-09,1.075056497048215576e+01
2.712673611111111241e-09,8.914101003486265995e+00
3.255208333333333324e-09,1.196363248146680114e+01
3.797743055555555407e-09,9.018808589961381017e+00
4.340277777777777489e-09,8.751803434170696505e+00
4.882812500000000399e-09,1.146710214596506283e+01
5.425347222222222482e-09,1.573914763820698681e+01
5.967881944444444565e-09,3.197980721694545281e+00
6.510416666666666648e-09,1.265391179448863923e+01
7.052951388888888731e-09,3.732543141942858078e+00
7.595486111111110813e-09,1.241953124216485627e+01
8.138020833333333723e-09,6.747039734872048555e+00
8.680555555555554979e-09,1.197126134473397485e+01
9.223090277777777889e-09,9.778425645975708846e+00
9.765625000000000799e-09,1.417413934191403513e+01
1.030815972222222205e-08,1.138310010027068131e+01
1.085069444444444496e-08,1.212821021164135082e+01
1.139322916666666622e-08,1.366543339010903857e+01
1.193576388888888913e-08,2.861239055914492013e+00
1.247829861111111039e-08,1.145970690586764107e+01
1.302083333333333330e-08,4.428303831045838912e+00
1.356336805555555621e-08,1.194914577592868454e+01
1.410590277777777746e-08,7.446368921474238789e+00
1.464843750000000037e-08,1.420759463946628109e+01
1.519097222222222163e-08,1.248631198828138267e+01
1.573350694444444454e-08,1.123190828209459013e+01
1.627604166666666745e-08,8.485197451564971516e+00
1.681857638888889036e-08,1.122999068063965034e+01
1.736111111111110996e-08,5.594042371185940610e+00
1.790364583333333287e-08,1.062859560338819520e+01
1.844618055555555578e-08,7.428728582209059184e+00
1.898871527777777869e-08,8.631042074636534167e+00
1.953125000000000160e-08,1.374867997882055715e+00
2.007378472222222120e-08,4.122099829854652064e+00
2.061631944444444411e-08,2.289119085089269312e+00
2.115885416666666702e-08,1.180283028153152181e+01
2.170138888888888993e-08,6.098127559568739642e+00
2.224392361111110953e-08,1.184355524125708925e+01
2.278645833333333244e-08,6.467503333600502557e+00
2.332899305555555535e-08,9.637967149708874359e+00
2.387152777777777826e-08,5.945600157570241073e+00
2.441406250000000117e-08,1.044459416080173142e+01
2.495659722222222077e-08,6.010224149134895555e+00
2.549913194444444368e-08,8.936303948259453733e+00
2.604166666666666659e-08,3.871908977019531406e+00
2.658420138888888950e-08,1.293756162360155670e+01
2.712673611111111241e-08,7.224224411661813505e+00
2.766927083333333201e-08,1.089555998917845514e+01
2.821180555555555492e-08,8.502246709905007194e+00
2.875434027777777783e-08,7.256572531162625239e+00
