tau [s],AS [V],ASD [V/√Hz],PSD [dB/Hz]
0.0,7875.657947081284,11270.724183814524,19.996450480651184
5.425347222222222e-10,1.6696240247204255,2.3893714023306627,-16.740231123833464
1.0850694444444444e-09,78.82097408868962,112.79939591363811,0.0
1.6276041666666667e-09,5.9766484205557155,8.553082973426772,-11.201840886923012
2.1701388888888887e-09,10.232041635880124,14.642906013719111,-8.866794989884392
2.7126736111111112e-09,6.953021853610108,9.950354888776827,-10.54468203287441
3.2552083333333333e-09,20.97568233783084,30.01795301237214,-5.749257003722244
3.797743055555555e-09,4.995685175463853,7.14924265377609,-11.980467360448923
4.3402777777777775e-09,11.830496597050534,16.930428543094358,-8.236388227188234
4.8828125e-09,11.50992821298912,16.471668416247265,-8.355691827200722
5.4253472222222225e-09,25.344374242253984,36.26991593783976,-4.9276022480629535
5.9678819444444446e-09,5.818765066043592,8.327138708975696,-11.318109748697577
6.510416666666667e-09,24.961980407981635,35.722678428969516,-4.9936275969202635
7.052951388888889e-09,5.740950334704241,8.215779330463265,-11.376580079021398
7.59548611111111e-09,16.787962110762447,24.024975669347636,-6.716438173103764
8.138020833333334e-09,7.857081518371481,11.244139763094973,-10.013805386420252
8.680555555555555e-09,19.063509822572655,27.281474465924745,-6.164389351519502
9.223090277777778e-09,7.348937664983084,10.51694347603888,-10.304172340481337
9.765625e-09,16.34759109987051,23.394767979315848,-6.831880314540544
1.0308159722222222e-08,9.687401703920964,13.863480790601322,-9.104344888394976
1.0850694444444445e-08,13.816341948378323,19.772339070051725,-7.562487243895756
1.1393229166666666e-08,16.103611011984494,23.045612099847368,-6.897185261977685
1.1935763888888889e-08,1.721974960659845,2.4642899632562814,-16.6061496561745
1.247829861111111e-08,14.46743313484424,20.704104927644547,-7.362503138483541
1.3020833333333333e-08,4.267110345386066,6.106591231856544,-12.6650792403178
1.3563368055555556e-08,15.114788932020073,21.63052513123733,-7.172397107567139
1.4105902777777777e-08,5.619168135507791,8.041498833917549,-11.469697705262707
1.46484375e-08,15.747845159161065,22.536481456016087,-6.994206617446333
1.519097222222222e-08,14.538089492460797,20.805220075595365,-7.341344597529737
1.5733506944444445e-08,11.152445583126232,15.960080921112022,-8.49271684842443
1.6276041666666667e-08,7.781508813899951,11.135988912252191,-10.055779839774623
1.681857638888889e-08,15.561239097306036,22.269432598850408,-7.045976220115351
1.736111111111111e-08,2.634337040813662,3.7699562872991916,-14.759704592472191
1.7903645833333333e-08,3.504148636183582,5.014729314412588,-13.520592782352566
1.8446180555555556e-08,2.0512966911859385,2.935576859847777,-15.846133181853975
1.898871527777778e-08,5.459400433516694,7.812857910870496,-11.59496847778991
1.953125e-08,1.5712490014869072,2.2485885292181713,-17.00396782974866
2.007378472222222e-08,15.301156929123843,21.897233297864222,-7.119175283688206
2.0616319444444444e-08,1.572780375791444,2.2507800537262934,-16.99973716022891
2.1158854166666667e-08,19.172958759945676,27.438105034904705,-6.139526595551599
2.170138888888889e-08,2.0236150351898226,2.8959620985440466,-15.905139001805539
2.224392361111111e-08,15.070158532407186,21.566655302502998,-7.185239767256656
2.2786458333333332e-08,1.5812722958287544,2.2629327004225614,-16.976351355942715
2.3328993055555555e-08,5.221611803857583,7.472562525146147,-11.788372162338334
2.3871527777777778e-08,0.5496224381224698,0.7865556055046492,-21.565773433622674
2.44140625e-08,8.94565983892177,12.801986242188095,-9.450294176909283
2.495659722222222e-08,0.45651655686975134,0.6533133145695441,-22.37185264600122
2.5499131944444444e-08,13.47484434044127,19.2836274761312,-7.671180407018484
2.6041666666666667e-08,1.5280894657595967,2.186823629529469,-17.124930158555294
2.658420138888889e-08,14.127546508664125,20.217698783144197,-7.4657505198541685
2.7126736111111112e-08,3.2254613232123193,4.615904497599466,-13.880499590808205
2.7669270833333332e-08,7.534835522023554,10.78297883297586,-10.19568021142262
2.8211805555555555e-08,3.9880523048033765,5.707235872873639,-12.958809520669838
2.8754340277777778e-08,6.588513923457033,9.428713602274415,-10.778543296136757
2.9296875e-08,5.005604592419513,7.163438167766502,-11.971852572636369
2.983940972222222e-08,12.5571635369495,17.970349614848494,-7.977502473997301
3.038194444444444e-08,7.874071426484559,11.268453740357256,-10.004424476786586
3.0924479166666666e-08,8.54727376158733,12.231862498054145,-9.64814183430705
3.146701388888889e-08,11.117853029709252,15.9105760885004,-8.50620869009902
3.200954861111111e-08,16.757053852546797,23.9807433708284,-6.724441323140507
3.2552083333333335e-08,7.789197979406383,11.146992750180274,-10.051490551605937
3.309461805555556e-08,9.676838799592817,13.848364392446083,-9.109082912090514
3.363715277777778e-08,8.021121409041406,11.478894544893107,-9.924067077350706
3.41796875e-08,5.7809463539258985,8.273016973861035,-11.346428584548836
3.472222222222222e-08,10.73715717206982,15.365768525982414,-8.657524872571019
3.526475694444444e-08,13.474325445916953,19.282884894736306,-7.671347650039635
3.5807291666666666e-08,9.908435409448098,14.179798480762821,-9.006367150090055
3.634982638888889e-08,15.642554127164539,22.385801196838273,-7.023341312590484
3.689236111111111e-08,15.775512384742624,22.576075566191566,-6.986583237564802
3.7434895833333334e-08,10.912059758859407,15.616068733023742,-8.587350619877302
3.797743055555556e-08,23.35153442131287,33.41799574078835,-5.2832637449802675
3.851996527777778e-08,8.186378478857028,11.715391211690008,-9.835499782739552
3.90625e-08,18.68827308778858,26.744479364080103,-6.2507262594691335
3.960503472222222e-08,7.8671534201451845,11.258553495593342,-10.008241780969287
4.014756944444444e-08,16.787761788308647,24.024688991188203,-6.716489995626818
4.0690104166666665e-08,7.229305200301148,10.345739429098304,-10.375452378915451
4.123263888888889e-08,16.652588159903438,23.831244241185424,-6.751600561604475
4.177517361111111e-08,6.102806923845948,8.73362632657659,-11.111121673972576
4.2317708333333334e-08,15.797239386398276,22.60716871988711,-6.980605983199873
4.286024305555556e-08,4.744543670819242,6.7898381889076544,-12.204473492562691
4.340277777777778e-08,27.3884083171137,39.19509938725559,-4.590750038034432
4.39453125e-08,3.1213506003724616,4.4669133593872665,-14.022992448884064
4.448784722222222e-08,16.558935797311022,23.69721988981896,-6.776093753876943
4.503038194444444e-08,2.610242096939515,3.735474410552545,-14.799610081612151
4.5572916666666665e-08,13.277012321385309,19.000513336780692,-7.735414393877116
4.611545138888889e-08,1.1845149797781074,1.6951398496964076,-18.231012403503485
4.665798611111111e-08,22.163281329836405,31.717506341098332,-5.510077384664433
4.7200520833333334e-08,2.0176311650835825,2.887398680735354,-15.918000201237676
4.7743055555555557e-08,3.257572193779143,4.6618578348181,-13.837477484250009
4.828559027777778e-08,2.9425178523999374,4.210988763502689,-14.279226912697906
4.8828125e-08,21.335900132417038,30.533454756628007,-5.675308278076838
4.9370659722222225e-08,0.5106184564288987,0.7307376506502604,-21.88545289247027
4.991319444444444e-08,24.732838765309626,35.394757603695545,-5.033678313641694
5.0455729166666664e-08,5.981155448777435,8.559532907174148,-11.198567079122592
5.099826388888889e-08,23.814009666119766,34.079836435379754,-5.198092721079353
5.154079861111111e-08,12.87977304135333,18.432030755350564,-7.86733587431467
5.208333333333333e-08,30.902140345128522,44.22354333564556,-4.066532370929227
5.2625868055555556e-08,12.155068281043903,17.39491772644204,-8.118843948455547
5.316840277777778e-08,22.285011868009835,31.89171290640612,-5.486289279708963
5.37109375e-08,12.272873443829141,17.563506751778498,-8.076955418225605
5.4253472222222225e-08,16.91295564061701,24.20385184822921,-6.684222878789297
5.479600694444445e-08,10.833966502811247,15.504310762394633,-8.618543092068771
5.5338541666666664e-08,17.826299633595895,25.51092337152001,-6.4558059558588194
5.588107638888889e-08,14.88764387749817,21.305461590332456,-7.238158260496701
5.642361111111111e-08,12.337613560990018,17.656155265598034,-8.054106345397061
5.696614583333333e-08,14.38162567575768,20.581307288288336,-7.388338169100588
5.7508680555555556e-08,18.942430578462414,27.108199956808075,-6.192060933874023
5.805121527777778e-08,11.124358668091082,15.919886200282034,-8.50366814874509
5.859375e-08,20.49510410650753,29.330205432374992,-5.849916689877457
5.9136284722222224e-08,16.095922688000055,23.034609466207527,-6.899259203032915
5.967881944444444e-08,12.193923249345211,17.450522430688647,-8.10498340508974
6.022135416666667e-08,21.705993160027585,31.063088783978976,-5.60062135859564
6.076388888888889e-08,8.263123216628179,11.82521934005589,-9.794975688362095
6.130642361111112e-08,17.984426931808255,25.737216739776787,-6.417451939632429
6.184895833333333e-08,7.679225241457686,10.989612578836237,-10.11324391493028
6.239149305555556e-08,11.479224681395994,16.427729098620677,-8.367292413212258
6.293402777777778e-08,4.133645477828085,5.915591861317247,-12.803085710640483
6.34765625e-08,14.364060056126432,20.556169419768416,-7.393645854363514
6.401909722222222e-08,4.957978661494346,7.095281483580657,-12.013371443911955
6.456163194444444e-08,11.288213730659647,16.154376477632944,-8.44016573937877
6.510416666666667e-08,5.467490287949192,7.824435168111548,-11.588537774178189
6.564670138888889e-08,13.926165206505877,19.929505323289305,-7.528102547608651
6.618923611111112e-08,3.5047650927589955,5.015611515249581,-13.519828830333527
6.673177083333333e-08,19.805134828250754,28.342801778891076,-5.998639943639333
6.727430555555556e-08,2.8917299470265037,4.138307029838802,-14.354840650706373
6.781684027777778e-08,12.220328663250971,17.488310782987714,-8.095589113538871
6.8359375e-08,0.9185816736027601,1.3145670816392292,-19.335240210133005
6.890190972222222e-08,16.381850930000393,23.44379665711938,-6.82278828015936
6.944444444444444e-08,0.3169392144741208,0.4535664821116924,-23.956658204765766
6.998697916666667e-08,1.2288923308153732,1.7586475447880539,-18.07127963760259
7.052951388888889e-08,0.5592557072578259,0.8003416180692616,-21.490313728712636
7.107204861111112e-08,8.34955643537726,11.948912493743604,-9.749783931877401
7.161458333333333e-08,0.2573054615156834,0.36822560187585546,-24.861927931207614
7.215711805555556e-08,7.799265339379423,11.16139998298263,-10.045881019220257
7.269965277777778e-08,1.6984324335425032,2.430598641018516,-16.66593523083828
7.32421875e-08,3.7287285566582606,5.33612193429283,-13.250810288623043
7.378472222222222e-08,3.180446149847253,4.551484025495002,-13.941537510199158
7.432725694444444e-08,6.839557395378799,9.787977774130177,-10.61613799316352
7.486979166666667e-08,2.63916552965566,3.7768662580379475,-14.751751674585112
7.541232638888889e-08,2.969279247338918,4.249286554386709,-14.2399075472255
7.595486111111111e-08,4.7048383931339695,6.733016620926999,-12.240970872751802
7.649739583333333e-08,10.775058512876868,15.420008509651499,-8.642221604472581
7.703993055555556e-08,1.210481078733488,1.732299505616227,-18.136837923903368
7.758246527777778e-08,7.305080542378154,10.454180271275895,-10.330167890559856
7.8125e-08,4.67646072385954,6.692405806500995,-12.267245064867911
7.866753472222222e-08,4.320157825865857,6.182506606184803,-12.611421847414118
7.921006944444444e-08,1.489310909704899,2.1313282775886115,-17.236564268080198
7.975260416666667e-08,6.460608060497053,9.24566963152287,-10.863684027659684
8.029513888888888e-08,2.7056230361024016,3.871972499337176,-14.643745097578428
8.083767361111111e-08,6.559340574760663,9.386964104151925,-10.797816167086175
8.138020833333333e-08,7.52067816951681,10.762718479320496,-10.20384793257815
8.192274305555556e-08,2.8928723269087895,4.139941870845471,-14.353125306203609
8.246527777777778e-08,8.733943002945733,12.499001770364995,-9.55431444257662
8.30078125e-08,3.8327692742475468,5.485012889145631,-13.131291213773363
8.355034722222222e-08,8.975786044721726,12.845099358394718,-9.435693058954257
8.409288194444444e-08,5.5137933074128345,7.890698655525435,-11.55191315766582
8.463541666666667e-08,2.657156930291015,3.8026134547298427,-14.722245933077044
8.517795138888888e-08,3.6534653409206665,5.228413987672354,-13.339368059700776
8.572048611111111e-08,1.1529335442521147,1.649944178231994,-18.34837522644966
8.626302083333333e-08,2.0701121927662913,2.9625034138090083,-15.806479143580134
8.680555555555556e-08,1.4726187731977265,2.1074404363599757,-17.2855146504233
8.734809027777778e-08,1.847305034176529,2.643647764221626,-16.301031839272184
8.7890625e-08,4.760572151492539,6.812776283219036,-12.189826459453268
8.843315972222222e-08,0.27063583449769973,0.38730247877391316,-24.642564973087193
8.897569444444444e-08,3.7000816919636166,5.295125878741174,-13.284304849696255
8.951822916666667e-08,0.8162143637051855,1.1680709129321805,-19.84837564479079
9.006076388888888e-08,4.5699146181483625,6.539929432031829,-12.367337116603759
9.060329861111111e-08,0.45708149376019336,0.6541217864351605,-22.36648159676912
9.114583333333333e-08,7.57939923834958,10.846753232358266,-10.170070139217039
9.168836805555556e-08,0.3867905965793463,0.5535296428858342,-23.091658904464243
9.223090277777778e-08,6.582759199601271,9.420478111885151,-10.782338289910122
9.27734375e-08,0.21652742424091176,0.30986882534119325,-25.61128888018751
9.331597222222222e-08,3.2984119414669815,4.720302924107026,-13.783369035769015
9.385850694444445e-08,0.6283865661608949,0.8992736499733953,-20.984149056914767
9.440104166666667e-08,2.84763513946705,4.075203678057867,-14.421574542406791
9.494357638888888e-08,1.5244742464612961,2.1816499488225447,-17.135217056220412
9.548611111111111e-08,1.9763490477126762,2.8283205234896123,-16.00778148870629
9.602864583333333e-08,2.2371334990584115,3.2015248503274045,-15.469498966515939
9.657118055555556e-08,7.801918386336913,11.165196714723075,-10.044403947114409
9.711371527777778e-08,1.3478971612976225,1.928953394777909,-17.66985038999652
9.765625e-08,1.7439709196191893,2.4957680173128507,-16.551025587994673
9.819878472222222e-08,1.8570880353626016,2.6576480558542785,-16.278093056970697
9.874131944444445e-08,5.100158648535802,7.298752917862088,-11.890581119514046
9.928385416666667e-08,0.8130054340934038,1.1634786666941286,-19.86548349269716
9.982638888888888e-08,5.64110390145786,8.07289074675139,-11.452776987666887
1.0036892361111111e-07,1.8537985557584655,2.6529405358507923,-16.285792582027675
1.0091145833333333e-07,4.01944746852785,5.75216497383534,-12.924754405801938
1.0145399305555556e-07,3.6692587178009535,5.251015628823455,-13.320634629327374
1.0199652777777777e-07,4.790998506830594,6.8563189384788465,-12.16215762173819
1.025390625e-07,2.6961037800217573,3.8583496489745848,-14.659051923739838
1.0308159722222222e-07,2.9656427889158596,4.24408247871867,-14.245229585206099
1.0362413194444445e-07,5.821537560204752,8.331106379639104,-11.316040938329442
1.0416666666666667e-07,2.7947021787837114,3.9994521911213754,-14.503062641695312
1.0470920138888888e-07,2.8516578253160625,4.0809604774245996,-14.41544385016982
1.0525173611111111e-07,4.29991217128792,6.153533383858246,-12.63182212777368
1.0579427083333333e-07,6.988289684660769,10.000826100071711,-10.522708982426028
1.0633680555555556e-07,3.4454906869935957,4.930784890854484,-13.59390717305313
1.0687934027777777e-07,4.150528517443167,5.93975290083478,-12.785383955225942
1.07421875e-07,4.273846599975143,6.1162313746884935,-12.658228675862198
1.0796440972222222e-07,6.5580998866701155,9.385188575889948,-10.798637705395695
1.0850694444444445e-07,2.802024930840478,4.009931660805411,-14.491698026043828
1.0904947916666667e-07,2.3467436387617764,3.358386113303387,-15.26176148366953
1.095920138888889e-07,2.4274008957035154,3.47381338331964,-15.11500289821125
1.1013454861111111e-07,4.212724428083171,6.028760442667453,-12.72078746640867
1.1067708333333333e-07,1.32005409947826,1.8891076482628217,-17.760500675161573
1.1121961805555556e-07,5.049456761629979,7.226194283808374,-11.933971399796661
1.1176215277777777e-07,0.4218773079433936,0.6037416567846657,-22.714556316241357
1.123046875e-07,5.864082200182478,8.391991312162913,-11.284417482501276
1.1284722222222222e-07,1.4811566744477225,2.1196588860112855,-17.260407977337408
1.1338975694444445e-07,7.19886712080635,10.30217999559116,-10.393776403997538
1.1393229166666667e-07,0.5147608172266811,0.7366657148622104,-21.85036315992779
1.144748263888889e-07,7.958712386661819,11.389582022365067,-9.957989873034123
1.1501736111111111e-07,0.5311537579322673,0.7601253819142514,-21.714215392051415
1.1555989583333333e-07,5.121012742313242,7.328596867491215,-11.872859412141263
1.1610243055555556e-07,0.5401058847015026,0.772936622873743,-21.64162888534473
1.1664496527777777e-07,5.774271341660378,8.263464473908172,-11.351446095066374
1.171875e-07,0.9032514564406157,1.2926282607212205,-19.408331271638474
1.1773003472222222e-07,1.8880854334141994,2.7020079209224335,-16.206201560111108
1.1827256944444445e-07,1.1481094169400923,1.6430404492068449,-18.366585185815637
1.1881510416666667e-07,5.437698369310596,7.781800444747678,-11.612266841991142
1.1935763888888888e-07,1.5233625607281434,2.1800590337064194,-17.13838519829278
1.199001736111111e-07,5.791779822913111,8.288520572637063,-11.338297540742106
1.2044270833333334e-07,1.5877243034403772,2.272166062093559,-16.958667050599484
1.2098524305555554e-07,4.170992915766679,5.969039163727584,-12.764023454612378
1.2152777777777777e-07,0.9473551595166051,1.355744342729143,-19.2012897295047
1.220703125e-07,6.387580064941284,9.141160471635988,-10.913054408503893
1.2261284722222223e-07,1.1942156570128903,1.7090223288802535,-18.195590368878804
1.2315538194444444e-07,3.7323622837944064,5.341322101261219,-13.246580055263102
1.2369791666666666e-07,2.7383986792528434,3.9188771816352004,-14.591451210122784
1.242404513888889e-07,4.3566086647922155,6.234670800537593,-12.57493246775811
1.2478298611111112e-07,0.6991287999304597,1.0005116938703094,-20.520846048431558
1.2532552083333333e-07,4.830601648328519,6.912994341046465,-12.126405724604457
1.2586805555555556e-07,4.78590576020908,6.849030792790599,-12.166776550574202
1.2641059027777779e-07,0.9361296919363901,1.3396797612324511,-19.253057773699677
1.26953125e-07,3.383297907381915,4.8417818297848,-13.673015575512846
1.2749565972222222e-07,2.523476100684943,3.6113050244656875,-14.946426017022926
1.2803819444444445e-07,1.5201186017686525,2.175416657546649,-17.147643241526332
1.2858072916666668e-07,1.8483596339187969,2.645156984517796,-16.298553222285804
1.2912326388888888e-07,3.3827525427725043,4.841001367487734,-13.673715685104845
1.296657986111111e-07,3.8084799262740265,5.450252803898951,-13.15890126821926
1.3020833333333334e-07,1.7541164570105718,2.5102871285291046,-16.52583374579502
1.3075086805555554e-07,2.9222096784440534,4.181926070725571,-14.30930422862481
1.3129340277777777e-07,4.57351230741572,6.545078025800617,-12.36391945561129
1.318359375e-07,0.4461196498912652,0.6384344724833764,-22.471904449791115
1.3237847222222223e-07,1.9662494436831464,2.813867146749862,-16.0300318492403
1.3292100694444443e-07,1.5812984487357349,2.2629701274163647,-16.97627952790088
1.3346354166666666e-07,4.623048097496917,6.615967877922676,-12.317133858831093
1.340060763888889e-07,0.5976072163623655,0.8552258301636312,-21.20225964548795
1.3454861111111112e-07,4.72540650437035,6.762451305658726,-12.222026229267502
1.3509114583333333e-07,1.7974521710846376,2.5723041541438922,-16.419844547357048
1.3563368055555556e-07,5.334981511134561,7.634804043264915,-11.695088790032253
1.3617621527777778e-07,0.3959094347824781,0.56657946182857,-22.990459462802036
1.3671875e-07,3.202781733581991,4.58344811096573,-13.911144547477164
1.3726128472222222e-07,0.6282857304607146,0.8991293456660916,-20.984846014878727
1.3780381944444445e-07,3.512723539337545,5.027000716878341,-13.509978266701513
1.3834635416666668e-07,0.1976674538581101,0.2828786328102639,-26.007066294954974
1.3888888888888888e-07,3.4749861116999283,4.972995306642379,-13.556887244721933
1.394314236111111e-07,0.37547872056431325,0.5373414037033297,-23.220564683319424
1.3997395833333334e-07,0.8748348646746668,1.251961744959606,-19.547157150898414
1.4051649305555557e-07,0.6322279038844124,0.9047709250289596,-20.957681378181228
1.4105902777777777e-07,5.2234103524223015,7.475136398331135,-11.786876522189132
1.416015625e-07,0.4255754533599302,0.6090340116915809,-22.676652272120986
1.4214409722222223e-07,4.872533933943237,6.973002943341791,-12.088869253080688
1.4268663194444443e-07,1.2404149267349265,1.7751373417502188,-18.030748139290765
1.4322916666666666e-07,3.8483000195662727,5.507238682600932,-13.11372874707634
1.437717013888889e-07,0.2688447265726941,0.38473925376568835,-24.67140275530103
1.4431423611111112e-07,6.486684564308275,9.282987286010822,-10.846190181875068
1.4485677083333333e-07,2.336002077779608,3.343014042557411,-15.281685729511949
1.4539930555555555e-07,0.9743890613597438,1.3944321137488644,-19.079093978190937
1.4594184027777778e-07,2.4215877540398574,3.4654942921690637,-15.125415859506377
1.46484375e-07,3.6799434267900297,5.266306339619858,-13.308006555332872
1.4702690972222222e-07,1.3639659986401456,1.9519492428529608,-17.618382534488756
1.4756944444444445e-07,3.470727632829925,4.966901067772572,-13.562212641576178
1.4811197916666668e-07,3.5380432354673954,5.06323531637657,-13.4787866192337
1.4865451388888888e-07,3.866158044463979,5.532795007474632,-13.093621941232785
1.491970486111111e-07,2.113066458191516,3.0239745545542065,-15.717286413878535
1.4973958333333334e-07,4.209172320439549,6.02367708000855,-12.724450918683829
1.5028211805555557e-07,3.559136909740563,5.093422125701396,-13.452971032967652
1.5082465277777777e-07,2.3560350337908686,3.3716828754735335,-15.24460053640091
1.513671875e-07,0.7337152894783513,1.050007848578899,-20.311142284927584
1.5190972222222223e-07,2.5160640345071,3.6006977388161614,-14.95920107853773
1.5245225694444443e-07,1.5554196477296651,2.225935402151877,-17.047942171100104
1.5299479166666666e-07,1.7764404803127107,2.542234670055423,-16.470911366586364
1.535373263888889e-07,3.93645156101158,5.633390899556514,-13.015368859668579
1.5407986111111112e-07,1.00998129413201,1.4453675709967257,-18.923284673920296
1.5462239583333332e-07,3.210275260102535,4.594171973168056,-13.900995257669827
1.5516493055555555e-07,1.0582564247073065,1.5144533140937122,-18.720508839099395
1.5570746527777778e-07,4.536685424652282,6.492375681315202,-12.399031314997826
1.5625e-07,1.3122957001551236,1.8780047309616241,-17.786100918498683
1.5679253472222222e-07,2.176859039383214,3.115267065277285,-15.588114900896246
1.5733506944444445e-07,1.3978814298269835,2.000485057009752,-17.511714621462456
1.5787760416666667e-07,0.6773229521441939,0.9693057047777629,-20.658460050778395
1.5842013888888888e-07,0.75879343551519,1.0858967697232433,-20.16518232621014
1.589626736111111e-07,2.2863625842053086,3.2719757820769004,-15.374966933028151
1.5950520833333334e-07,0.30230010753924813,0.4326166976404835,-24.162034960068116
1.6004774305555557e-07,0.6412400427911107,0.9176680483685103,-20.896211632543256
1.6059027777777777e-07,0.3678214394489687,0.5263831950014188,-23.310047580326167
1.611328125e-07,5.25270195704118,7.517055130553765,-11.762590384303039
1.6167534722222223e-07,0.4393852635238485,0.6287970032326298,-22.53796310587599
1.6221788194444443e-07,1.714565253878215,2.453686054099759,-16.624877792926682
1.6276041666666666e-07,0.3183459630256953,0.45557965676037715,-23.93742450772459
1.633029513888889e-07,2.986808299765887,4.274372092183739,-14.214344482004066
1.6384548611111112e-07,0.39421174163345457,0.5641499211654326,-23.009122420414705
1.6438802083333332e-07,4.124164437646325,5.9020237010972005,-12.813058246421885
1.6493055555555555e-07,0.6641133808333483,0.9504017051587664,-20.743995670058194
1.6547309027777778e-07,1.0603936901788673,1.517511919457151,-18.71174662858619
1.66015625e-07,0.2727363265597037,0.39030845831749045,-24.60898810915647
1.6655815972222221e-07,2.4712708110965327,3.5365948956306488,-15.037214580559217
1.6710069444444444e-07,0.5337071102379346,0.7637794422828773,-21.6933880900985
1.6764322916666667e-07,0.4183897334593461,0.5987506464659944,-22.75060778504105
1.6818576388888888e-07,1.1981515769329176,1.7146549589571667,-18.18130033998651
1.687282986111111e-07,2.604175752234546,3.7267929647059805,-14.809715068575178
1.6927083333333334e-07,0.22991420147634645,0.3290264214359636,-25.35075999822983
1.6981336805555557e-07,1.314550156337258,1.8812310460179742,-17.778646365217107
1.7035590277777777e-07,1.4834589586814824,2.122953647003422,-17.25366262034526
1.708984375e-07,1.7217493636813308,2.463967115141416,-16.606718665269398
1.7144097222222223e-07,0.4830236251671035,0.6912471427916939,-22.12673424632021
1.7198350694444446e-07,1.9917936997572734,2.850423110280365,-15.973974433589294
1.7252604166666666e-07,1.3617856886026805,1.9488290371212507,-17.625330319384144
1.730685763888889e-07,0.8035994214106378,1.150017877090359,-19.91602182293652
1.7361111111111112e-07,0.5678213052369666,0.8125997040528093,-21.424301140098084
1.7415364583333332e-07,0.952358709878583,1.3629048411216076,-19.17841239653375
1.7469618055555555e-07,0.5089531547962928,0.7283544649519895,-21.89963986952857
