2way travel time [s],AS [V],PSD [dB/Hz]
0.0,40.16336665492251,-1.4966827011357542
5.425347222222229e-10,5.957569074737436,-9.784292936331347
1.0850694444444458e-09,11.989264366721693,-6.747058434659578
1.6276041666666687e-09,2.929520751648881,-12.867018013495164
2.170138888888885e-09,56.68894570280232,0.0
2.712673611111108e-09,4.885917259947493,-10.645522719011112
3.255208333333331e-09,26.919109950624588,-3.234376837441922
3.797743055555554e-09,2.7263263878963944,-13.179205329983004
4.340277777777777e-09,38.0606832045259,-1.7302180030545145
4.8828124999999996e-09,2.548617430351628,-13.471937311047936
5.4253472222222225e-09,17.855871565949,-5.017173266193765
5.967881944444445e-09,3.509697397735,-12.082287064010764
6.510416666666668e-09,11.431920710865604,-6.953791764583488
7.052951388888891e-09,0.7212850493083707,-18.9539144979604
7.595486111111108e-09,7.392778312202986,-8.846906969149078
8.13802083333333e-09,2.3892496471466327,-13.752368495439677
8.680555555555553e-09,4.707738810385275,-10.80686020298101
9.223090277777776e-09,2.4124853859621367,-13.710336888749337
9.765624999999999e-09,5.067837037869687,-10.486757388892975
1.0308159722222222e-08,1.6210569106364514,-15.4370011814269
1.0850694444444445e-08,4.829609496755674,-10.695863632605448
1.1393229166666668e-08,1.8038100585030266,-14.973075757536629
1.193576388888889e-08,1.9246645243052687,-14.69143338678312
1.2478298611111114e-08,1.0932983367059657,-17.14759692697015
1.302083333333333e-08,1.4465210863564872,-15.931736112200358
1.3563368055555553e-08,2.500576939849012,-13.554581582603088
1.4105902777777776e-08,2.5438870538071225,-13.480005549486835
1.4648437499999999e-08,0.8273535962055761,-18.358072211255397
1.519097222222222e-08,1.0841262373647467,-17.18418525006954
1.5733506944444445e-08,0.9068787642932666,-17.959491476214325
1.6276041666666667e-08,1.1988409825050117,-16.747367991566314
1.681857638888889e-08,0.7421545668403292,-18.830040158653063
1.7361111111111107e-08,2.0330252547316374,-14.453556065038391
1.7903645833333336e-08,2.1224611697607436,-14.266586264769659
1.8446180555555552e-08,0.8697125782612279,-18.14122628960996
1.8988715277777782e-08,2.0067354607983767,-14.510082549770996
1.9531249999999998e-08,1.3014478694135365,-16.39071603322766
2.0073784722222228e-08,0.8037415217195683,-18.48381975292446
2.0616319444444444e-08,0.674142655078086,-19.24746572931471
2.115885416666666e-08,1.3503236128088616,-16.23060517950914
2.170138888888889e-08,0.20325154351595148,-24.45464527724896
2.2243923611111106e-08,1.102456362788235,-17.111369717655474
2.2786458333333336e-08,0.33862156596130716,-22.237837663025676
2.3328993055555552e-08,0.5352368042203155,-20.24952411126019
2.387152777777778e-08,0.49038037257143247,-20.629653008243444
2.4414062499999998e-08,0.246610652091034,-23.614865485224954
2.4956597222222227e-08,0.49020963513353416,-20.63116536972582
2.5499131944444444e-08,0.2679141479092824,-23.255027318135365
2.604166666666666e-08,0.1528745704279779,-25.691631303922794
2.658420138888889e-08,0.5042225446998478,-20.50876120222002
2.7126736111111106e-08,0.2114612255492963,-24.28267635201799
2.7669270833333335e-08,0.6767964946929963,-19.23040279375049
2.821180555555555e-08,0.11258088282181665,-27.02033730156193
2.875434027777778e-08,0.0375299871977656,-31.79119963820011
2.9296874999999997e-08,0.12330267466344885,-26.625258827367126
2.983940972222223e-08,0.49789673085294617,-20.56359105341869
3.038194444444444e-08,0.11367321950193306,-26.978402196421168
3.092447916666666e-08,0.699372866947757,-19.08789600788515
3.146701388888889e-08,0.19770288120555932,-24.574853815742802
3.2009548611111105e-08,0.950633191553464,-17.75485406381875
3.2552083333333335e-08,0.3634474021342122,-21.93056811151994
3.309461805555555e-08,0.7987151490246059,-18.51106458424306
3.363715277777778e-08,0.5401662084308808,-20.20970967860096
3.41796875e-08,0.6181653896123201,-19.623936943400953
3.4722222222222227e-08,0.6240539687657257,-19.582762305905817
3.526475694444444e-08,0.5239775204720006,-20.341857246760465
3.580729166666667e-08,0.609042288512635,-19.688509314108494
3.634982638888889e-08,0.789748848698688,-18.560093786263646
3.6892361111111105e-08,0.3142266597900037,-22.562553511696123
3.7434895833333334e-08,0.8935879974361329,-18.023610533297603
3.797743055555555e-08,0.8870251583630153,-18.055624423480538
3.851996527777778e-08,0.2022013308632973,-24.47714370351404
3.9062499999999997e-08,0.9352704334575188,-17.825611748004512
3.9605034722222226e-08,0.6189136371376652,-19.618683280474713
4.014756944444444e-08,0.9519315547241407,-17.748926569901208
4.069010416666667e-08,0.41251824069987075,-21.380552231759662
4.123263888888889e-08,1.0046896608660112,-17.514664470734807
4.1775173611111105e-08,0.6817877117993404,-19.198492106296044
4.2317708333333334e-08,0.6457522234770813,-19.434324698603504
4.286024305555555e-08,0.7805832031088946,-18.610791783572903
4.340277777777778e-08,0.23827962390716553,-23.764114741355094
4.3945312499999996e-08,0.7277094295201889,-18.915403776234317
4.4487847222222226e-08,1.1004549834690145,-17.11926098604585
4.503038194444444e-08,0.21950613511568093,-24.120517169678358
4.557291666666667e-08,0.8721893202579959,-18.12887615544826
4.611545138888889e-08,0.274996524870836,-23.1417117439792
4.6657986111111104e-08,1.2521284141492253,-16.558495091222273
4.7200520833333334e-08,0.258394925501314,-23.412143995886243
4.774305555555555e-08,1.8241343056795574,-14.924415690830537
4.828559027777778e-08,0.3598452422037313,-21.9738261517313
4.8828124999999996e-08,0.37266504737958556,-21.821797183281582
4.9370659722222225e-08,0.28764073547358526,-22.94647989548734
4.991319444444444e-08,1.865754123401419,-14.82643969982486
5.045572916666667e-08,0.22560189087032337,-24.001556447437224
5.099826388888889e-08,1.7844148098043973,-15.020025610618703
5.154079861111112e-08,0.27867789751357575,-23.08395854747952
5.208333333333333e-08,0.8337492259138445,-18.32462936378114
5.262586805555555e-08,0.19499612395070662,-24.63472401357597
5.316840277777778e-08,0.1882034846019396,-24.788707199252332
5.3710937499999995e-08,0.1582564188070931,-25.541370462567393
5.4253472222222225e-08,0.24946073199883256,-23.56496187715856
5.479600694444444e-08,0.2791590775440615,-23.076466255171386
5.533854166666667e-08,0.9257900805541328,-17.86985856894953
5.588107638888889e-08,0.5188625649177295,-20.38446041895229
5.6423611111111116e-08,0.6648831777498442,-19.307530351075176
5.696614583333333e-08,0.6526823203617518,-19.38796531253463
5.750868055555555e-08,0.46085543016198793,-20.89933671030499
5.805121527777778e-08,0.5671583424030842,-19.997940555294047
5.8593749999999995e-08,1.104669955977174,-17.102658375479066
5.9136284722222224e-08,0.23251390975380803,-23.870494411460335
5.967881944444444e-08,0.7422624003281437,-18.82940918380111
6.022135416666667e-08,0.717487913337315,-18.97683790659759
6.076388888888889e-08,0.8699535869752156,-18.140022969601368
6.130642361111112e-08,0.39928363025765806,-21.5221687463674
6.184895833333333e-08,0.4363195772271503,-21.136936802993954
6.239149305555555e-08,1.073758609640152,-17.225917209615748
6.293402777777778e-08,0.4925931972553006,-20.61009970177604
6.34765625e-08,0.6095485546782742,-19.6849007425196
6.401909722222222e-08,0.5575720710371814,-20.071973684008313
6.456163194444444e-08,0.3188009409721039,-22.499787854979925
6.510416666666667e-08,0.46023036268595663,-20.9052311318548
6.564670138888889e-08,0.10533543031464707,-27.3092390631739
6.618923611111112e-08,0.2016440410651696,-24.48912987716374
6.673177083333333e-08,0.30372768789662424,-22.710139959634024
6.727430555555556e-08,0.17579294401397863,-25.084969407326838
6.781684027777778e-08,0.2485174250434008,-23.581415349653238
6.8359375e-08,0.10398217661602667,-27.36539475986504
6.890190972222222e-08,0.6917452272742209,-19.135522086965498
6.944444444444444e-08,0.2817328702632483,-23.036608602532237
6.998697916666667e-08,0.523681254175131,-20.3443135202046
7.052951388888889e-08,0.31304916562998913,-22.578858294890267
7.107204861111112e-08,0.26877785563501927,-23.24104895361288
7.161458333333333e-08,0.3018213539244332,-22.737484171337808
7.215711805555556e-08,0.08840292984251671,-28.07031721483492
7.269965277777778e-08,0.21915138112021718,-24.12754168108187
7.32421875e-08,0.4011988997748555,-21.501386467211066
7.378472222222222e-08,0.2381808894548072,-23.76591467344786
7.432725694444444e-08,0.4742197656919068,-20.775187284788803
7.486979166666667e-08,0.22420251407671407,-24.028579018743045
7.541232638888889e-08,0.4598725936974192,-20.908608517054375
7.595486111111111e-08,0.1338959766779965,-26.267308526099637
7.649739583333333e-08,0.1725136352222674,-25.166749533278825
7.703993055555555e-08,0.1571230255377523,-25.572585468527926
7.758246527777778e-08,0.03900745216806109,-31.623507954627055
7.8125e-08,0.34595509240489714,-22.144786523530563
7.866753472222221e-08,0.27589064070215674,-23.127614123378663
7.921006944444444e-08,0.21257468988854566,-24.259868259015818
7.975260416666667e-08,0.2920074707347001,-22.88104417482792
8.02951388888889e-08,0.23255589515560368,-23.86971026988944
8.08376736111111e-08,0.20388353551314073,-24.44116224070509
8.138020833333333e-08,0.2736319533505264,-23.163315693720428
8.192274305555556e-08,0.2501757143763936,-23.552532315006346
8.246527777777779e-08,0.2780845687791383,-23.09321490035771
8.300781249999999e-08,0.4461241256287192,-21.040426703080023
8.355034722222222e-08,0.20855723532518483,-24.342731189792577
8.409288194444445e-08,0.4010988272064648,-21.502469879590432
8.463541666666665e-08,0.1980534538798539,-24.567159595624098
8.517795138888888e-08,0.39693127368783127,-21.54783062345937
8.572048611111111e-08,0.13477156675819615,-26.239001028910785
8.626302083333334e-08,0.35653565039957713,-22.013954181350552
8.680555555555555e-08,0.17367361343068868,-25.137645398313634
8.734809027777778e-08,0.20887363229112732,-24.33614760945034
8.7890625e-08,0.14954747553934705,-25.787192938364395
8.843315972222221e-08,0.22497601104517884,-24.013621678690754
8.897569444444444e-08,0.30036076875651935,-22.75855172876918
8.951822916666667e-08,0.09757026312076705,-27.641809039195408
9.00607638888889e-08,0.22274717026961235,-24.05686184522837
9.06032986111111e-08,0.11862344543230444,-26.793278460703185
