tau [s],ASD [V/√Hz],PSD [dB/Hz]
5.5338541666666664e-08,25.51092337152001,-6.4558059558588194
5.588107638888889e-08,21.305461590332456,-7.238158260496701
5.642361111111111e-08,17.656155265598034,-8.054106345397061
5.696614583333333e-08,20.581307288288336,-7.388338169100588
5.7508680555555556e-08,27.108199956808075,-6.192060933874023
5.805121527777778e-08,15.919886200282034,-8.50366814874509
5.859375e-08,29.330205432374992,-5.849916689877457
5.9136284722222224e-08,23.034609466207527,-6.899259203032915
5.967881944444444e-08,17.450522430688647,-8.10498340508974
6.022135416666667e-08,31.063088783978976,-5.60062135859564
6.076388888888889e-08,11.82521934005589,-9.794975688362095
6.130642361111112e-08,25.737216739776787,-6.417451939632429
6.184895833333333e-08,10.989612578836237,-10.11324391493028
6.239149305555556e-08,16.427729098620677,-8.367292413212258
6.293402777777778e-08,5.915591861317247,-12.803085710640483
6.34765625e-08,20.556169419768416,-7.393645854363514
6.401909722222222e-08,7.095281483580657,-12.013371443911955
6.456163194444444e-08,16.154376477632944,-8.44016573937877
6.510416666666667e-08,7.824435168111548,-11.588537774178189
6.564670138888889e-08,19.929505323289305,-7.528102547608651
6.618923611111112e-08,5.015611515249581,-13.519828830333527
6.673177083333333e-08,28.342801778891076,-5.998639943639333
6.727430555555556e-08,4.138307029838802,-14.354840650706373
6.781684027777778e-08,17.488310782987714,-8.095589113538871
6.8359375e-08,1.3145670816392292,-19.335240210133005
6.890190972222222e-08,23.44379665711938,-6.82278828015936
6.944444444444444e-08,0.4535664821116924,-23.956658204765766
6.998697916666667e-08,1.7586475447880539,-18.07127963760259
7.052951388888889e-08,0.8003416180692616,-21.490313728712636
7.107204861111112e-08,11.948912493743604,-9.749783931877401
7.161458333333333e-08,0.36822560187585546,-24.861927931207614
7.215711805555556e-08,11.16139998298263,-10.045881019220257
7.269965277777778e-08,2.430598641018516,-16.66593523083828
7.32421875e-08,5.33612193429283,-13.250810288623043
7.378472222222222e-08,4.551484025495002,-13.941537510199158
7.432725694444444e-08,9.787977774130177,-10.61613799316352
7.486979166666667e-08,3.7768662580379475,-14.751751674585112
7.541232638888889e-08,4.249286554386709,-14.2399075472255
7.595486111111111e-08,6.733016620926999,-12.240970872751802
7.649739583333333e-08,15.420008509651499,-8.642221604472581
7.703993055555556e-08,1.732299505616227,-18.136837923903368
7.758246527777778e-08,10.454180271275895,-10.330167890559856
7.8125e-08,6.692405806500995,-12.267245064867911
7.866753472222222e-08,6.182506606184803,-12.611421847414118
7.921006944444444e-08,2.1313282775886115,-17.236564268080198
7.975260416666667e-08,9.24566963152287,-10.863684027659684
8.029513888888888e-08,3.871972499337176,-14.643745097578428
8.083767361111111e-08,9.386964104151925,-10.797816167086175
8.138020833333333e-08,10.762718479320496,-10.20384793257815
8.192274305555556e-08,4.139941870845471,-14.353125306203609
8.246527777777778e-08,12.499001770364995,-9.55431444257662
8.30078125e-08,5.485012889145631,-13.131291213773363
8.355034722222222e-08,12.845099358394718,-9.435693058954257
8.409288194444444e-08,7.890698655525435,-11.55191315766582
8.463541666666667e-08,3.8026134547298427,-14.722245933077044
8.517795138888888e-08,5.228413987672354,-13.339368059700776
8.572048611111111e-08,1.649944178231994,-18.34837522644966
8.626302083333333e-08,2.9625034138090083,-15.806479143580134
8.680555555555556e-08,2.1074404363599757,-17.2855146504233
8.734809027777778e-08,2.643647764221626,-16.301031839272184
8.7890625e-08,6.812776283219036,-12.189826459453268
8.843315972222222e-08,0.38730247877391316,-24.642564973087193
8.897569444444444e-08,5.295125878741174,-13.284304849696255
8.951822916666667e-08,1.1680709129321805,-19.84837564479079
9.006076388888888e-08,6.539929432031829,-12.367337116603759
9.060329861111111e-08,0.6541217864351605,-22.36648159676912
9.114583333333333e-08,10.846753232358266,-10.170070139217039
9.168836805555556e-08,0.5535296428858342,-23.091658904464243
9.223090277777778e-08,9.420478111885151,-10.782338289910122
9.27734375e-08,0.30986882534119325,-25.61128888018751
9.331597222222222e-08,4.720302924107026,-13.783369035769015
9.385850694444445e-08,0.8992736499733953,-20.984149056914767
9.440104166666667e-08,4.075203678057867,-14.421574542406791
9.494357638888888e-08,2.1816499488225447,-17.135217056220412
9.548611111111111e-08,2.8283205234896123,-16.00778148870629
9.602864583333333e-08,3.2015248503274045,-15.469498966515939
9.657118055555556e-08,11.165196714723075,-10.044403947114409
9.711371527777778e-08,1.928953394777909,-17.66985038999652
9.765625e-08,2.4957680173128507,-16.551025587994673
9.819878472222222e-08,2.6576480558542785,-16.278093056970697
9.874131944444445e-08,7.298752917862088,-11.890581119514046
9.928385416666667e-08,1.1634786666941286,-19.86548349269716
9.982638888888888e-08,8.07289074675139,-11.452776987666887
1.0036892361111111e-07,2.6529405358507923,-16.285792582027675
1.0091145833333333e-07,5.75216497383534,-12.924754405801938
1.0145399305555556e-07,5.251015628823455,-13.320634629327374
1.0199652777777777e-07,6.8563189384788465,-12.16215762173819
1.025390625e-07,3.8583496489745848,-14.659051923739838
1.0308159722222222e-07,4.24408247871867,-14.245229585206099
1.0362413194444445e-07,8.331106379639104,-11.316040938329442
1.0416666666666667e-07,3.9994521911213754,-14.503062641695312
1.0470920138888888e-07,4.0809604774245996,-14.41544385016982
1.0525173611111111e-07,6.153533383858246,-12.63182212777368
1.0579427083333333e-07,10.000826100071711,-10.522708982426028
1.0633680555555556e-07,4.930784890854484,-13.59390717305313
1.0687934027777777e-07,5.93975290083478,-12.785383955225942
1.07421875e-07,6.1162313746884935,-12.658228675862198
1.0796440972222222e-07,9.385188575889948,-10.798637705395695
1.0850694444444445e-07,4.009931660805411,-14.491698026043828
1.0904947916666667e-07,3.358386113303387,-15.26176148366953
1.095920138888889e-07,3.47381338331964,-15.11500289821125
1.1013454861111111e-07,6.028760442667453,-12.72078746640867
1.1067708333333333e-07,1.8891076482628217,-17.760500675161573
1.1121961805555556e-07,7.226194283808374,-11.933971399796661
1.1176215277777777e-07,0.6037416567846657,-22.714556316241357
1.123046875e-07,8.391991312162913,-11.284417482501276
1.1284722222222222e-07,2.1196588860112855,-17.260407977337408
1.1338975694444445e-07,10.30217999559116,-10.393776403997538
1.1393229166666667e-07,0.7366657148622104,-21.85036315992779
1.144748263888889e-07,11.389582022365067,-9.957989873034123
1.1501736111111111e-07,0.7601253819142514,-21.714215392051415
1.1555989583333333e-07,7.328596867491215,-11.872859412141263
1.1610243055555556e-07,0.772936622873743,-21.64162888534473
1.1664496527777777e-07,8.263464473908172,-11.351446095066374
1.171875e-07,1.2926282607212205,-19.408331271638474
1.1773003472222222e-07,2.7020079209224335,-16.206201560111108
1.1827256944444445e-07,1.6430404492068449,-18.366585185815637
1.1881510416666667e-07,7.781800444747678,-11.612266841991142
1.1935763888888888e-07,2.1800590337064194,-17.13838519829278
1.199001736111111e-07,8.288520572637063,-11.338297540742106
1.2044270833333334e-07,2.272166062093559,-16.958667050599484
1.2098524305555554e-07,5.969039163727584,-12.764023454612378
1.2152777777777777e-07,1.355744342729143,-19.2012897295047
1.220703125e-07,9.141160471635988,-10.913054408503893
1.2261284722222223e-07,1.7090223288802535,-18.195590368878804
1.2315538194444444e-07,5.341322101261219,-13.246580055263102
1.2369791666666666e-07,3.9188771816352004,-14.591451210122784
1.242404513888889e-07,6.234670800537593,-12.57493246775811
1.2478298611111112e-07,1.0005116938703094,-20.520846048431558
1.2532552083333333e-07,6.912994341046465,-12.126405724604457
1.2586805555555556e-07,6.849030792790599,-12.166776550574202
1.2641059027777779e-07,1.3396797612324511,-19.253057773699677
1.26953125e-07,4.8417818297848,-13.673015575512846
1.2749565972222222e-07,3.6113050244656875,-14.946426017022926
1.2803819444444445e-07,2.175416657546649,-17.147643241526332
1.2858072916666668e-07,2.645156984517796,-16.298553222285804
1.2912326388888888e-07,4.841001367487734,-13.673715685104845
1.296657986111111e-07,5.450252803898951,-13.15890126821926
1.3020833333333334e-07,2.5102871285291046,-16.52583374579502
1.3075086805555554e-07,4.181926070725571,-14.30930422862481
1.3129340277777777e-07,6.545078025800617,-12.36391945561129
1.318359375e-07,0.6384344724833764,-22.471904449791115
1.3237847222222223e-07,2.813867146749862,-16.0300318492403
1.3292100694444443e-07,2.2629701274163647,-16.97627952790088
1.3346354166666666e-07,6.615967877922676,-12.317133858831093
1.340060763888889e-07,0.8552258301636312,-21.20225964548795
1.3454861111111112e-07,6.762451305658726,-12.222026229267502
1.3509114583333333e-07,2.5723041541438922,-16.419844547357048
1.3563368055555556e-07,7.634804043264915,-11.695088790032253
1.3617621527777778e-07,0.56657946182857,-22.990459462802036
1.3671875e-07,4.58344811096573,-13.911144547477164
1.3726128472222222e-07,0.8991293456660916,-20.984846014878727
1.3780381944444445e-07,5.027000716878341,-13.509978266701513
1.3834635416666668e-07,0.2828786328102639,-26.007066294954974
1.3888888888888888e-07,4.972995306642379,-13.556887244721933
1.394314236111111e-07,0.5373414037033297,-23.220564683319424
1.3997395833333334e-07,1.251961744959606,-19.547157150898414
1.4051649305555557e-07,0.9047709250289596,-20.957681378181228
1.4105902777777777e-07,7.475136398331135,-11.786876522189132
1.416015625e-07,0.6090340116915809,-22.676652272120986
1.4214409722222223e-07,6.973002943341791,-12.088869253080688
1.4268663194444443e-07,1.7751373417502188,-18.030748139290765
1.4322916666666666e-07,5.507238682600932,-13.11372874707634
1.437717013888889e-07,0.38473925376568835,-24.67140275530103
1.4431423611111112e-07,9.282987286010822,-10.846190181875068
1.4485677083333333e-07,3.343014042557411,-15.281685729511949
1.4539930555555555e-07,1.3944321137488644,-19.079093978190937
1.4594184027777778e-07,3.4654942921690637,-15.125415859506377
1.46484375e-07,5.266306339619858,-13.308006555332872
1.4702690972222222e-07,1.9519492428529608,-17.618382534488756
1.4756944444444445e-07,4.966901067772572,-13.562212641576178
1.4811197916666668e-07,5.06323531637657,-13.4787866192337
1.4865451388888888e-07,5.532795007474632,-13.093621941232785
1.491970486111111e-07,3.0239745545542065,-15.717286413878535
1.4973958333333334e-07,6.02367708000855,-12.724450918683829
1.5028211805555557e-07,5.093422125701396,-13.452971032967652
1.5082465277777777e-07,3.3716828754735335,-15.24460053640091
1.513671875e-07,1.050007848578899,-20.311142284927584
1.5190972222222223e-07,3.6006977388161614,-14.95920107853773
1.5245225694444443e-07,2.225935402151877,-17.047942171100104
1.5299479166666666e-07,2.542234670055423,-16.470911366586364
1.535373263888889e-07,5.633390899556514,-13.015368859668579
1.5407986111111112e-07,1.4453675709967257,-18.923284673920296
1.5462239583333332e-07,4.594171973168056,-13.900995257669827
1.5516493055555555e-07,1.5144533140937122,-18.720508839099395
1.5570746527777778e-07,6.492375681315202,-12.399031314997826
1.5625e-07,1.8780047309616241,-17.786100918498683
1.5679253472222222e-07,3.115267065277285,-15.588114900896246
1.5733506944444445e-07,2.000485057009752,-17.511714621462456
1.5787760416666667e-07,0.9693057047777629,-20.658460050778395
1.5842013888888888e-07,1.0858967697232433,-20.16518232621014
1.589626736111111e-07,3.2719757820769004,-15.374966933028151
1.5950520833333334e-07,0.4326166976404835,-24.162034960068116
1.6004774305555557e-07,0.9176680483685103,-20.896211632543256
1.6059027777777777e-07,0.5263831950014188,-23.310047580326167
1.611328125e-07,7.517055130553765,-11.762590384303039
1.6167534722222223e-07,0.6287970032326298,-22.53796310587599
1.6221788194444443e-07,2.453686054099759,-16.624877792926682
1.6276041666666666e-07,0.45557965676037715,-23.93742450772459
1.633029513888889e-07,4.274372092183739,-14.214344482004066
1.6384548611111112e-07,0.5641499211654326,-23.009122420414705
1.6438802083333332e-07,5.9020237010972005,-12.813058246421885
1.6493055555555555e-07,0.9504017051587664,-20.743995670058194
1.6547309027777778e-07,1.517511919457151,-18.71174662858619
1.66015625e-07,0.39030845831749045,-24.60898810915647
1.6655815972222221e-07,3.5365948956306488,-15.037214580559217
1.6710069444444444e-07,0.7637794422828773,-21.6933880900985
1.6764322916666667e-07,0.5987506464659944,-22.75060778504105
1.6818576388888888e-07,1.7146549589571667,-18.18130033998651
1.687282986111111e-07,3.7267929647059805,-14.809715068575178
1.6927083333333334e-07,0.3290264214359636,-25.35075999822983
1.6981336805555557e-07,1.8812310460179742,-17.778646365217107
1.7035590277777777e-07,2.122953647003422,-17.25366262034526
1.708984375e-07,2.463967115141416,-16.606718665269398
1.7144097222222223e-07,0.6912471427916939,-22.12673424632021
1.7198350694444446e-07,2.850423110280365,-15.973974433589294
1.7252604166666666e-07,1.9488290371212507,-17.625330319384144
1.730685763888889e-07,1.150017877090359,-19.91602182293652
1.7361111111111112e-07,0.8125997040528093,-21.424301140098084
1.7415364583333332e-07,1.3629048411216076,-19.17841239653375
1.7469618055555555e-07,0.7283544649519895,-21.89963986952857
1.7523871527777778e-07,0.5849410255882954,-22.851946915995704
1.7578125e-07,2.314489327498797,-16.878515913128073
1.7632378472222221e-07,1.9090517705113847,-17.714890678875857
1.7686631944444444e-07,1.4164217681673825,-19.011141812728393
1.7740885416666667e-07,0.2924730262946541,-25.86220954939567
1.7795138888888888e-07,2.9651174590233524,-15.80264871815319
1.784939236111111e-07,2.4373972222991878,-16.653804619648373
1.7903645833333334e-07,3.472348489538604,-15.116834687641887
1.7957899305555556e-07,0.998619854437659,-20.529065774364113
1.8012152777777777e-07,2.9732051624385853,-15.790818956248472
1.806640625e-07,0.9830564940147847,-20.59728297368309
1.8120659722222223e-07,1.5012514959085412,-18.758533206710407
1.8174913194444446e-07,0.29676881343613837,-25.79888513559055
1.8229166666666666e-07,2.1136203420663904,-17.27279793770345
1.828342013888889e-07,0.8298743390702689,-21.332944380573764
1.8337673611111112e-07,3.917199948631676,-14.593310336921338
1.8391927083333332e-07,0.8532437223831788,-21.212336721272194
1.8446180555555555e-07,2.5765281447586776,-16.412718829832528
1.8500434027777778e-07,0.2732691712384565,-26.157161341479647
1.85546875e-07,2.6264341598801186,-16.329402555600517
1.8608940972222221e-07,0.1173761312388719,-29.827269829259325
1.8663194444444444e-07,2.721861748380399,-16.174407115384316
1.8717447916666667e-07,0.40575725713955124,-24.440404777234697
1.877170138888889e-07,4.056149711888038,-14.441927974646145
1.882595486111111e-07,0.4363242970698735,-24.12497376132866
1.8880208333333333e-07,0.8555210688590142,-21.200760644816423
1.8934461805555556e-07,0.390608678520044,-24.605648856434303
1.8988715277777777e-07,2.150526220125735,-17.197620318065475
1.904296875e-07,0.9804602828053348,-20.608767681860826
1.9097222222222223e-07,3.898487990003606,-14.61410573194885
1.9151475694444446e-07,1.4982743667760041,-18.767154243753833
1.9205729166666666e-07,1.4544856920088842,-18.89597320446079
1.925998263888889e-07,0.42958313210401866,-24.19259553695337
1.9314236111111112e-07,1.7963928761636934,-17.979054496898307
1.9368489583333332e-07,1.346024938505054,-19.23253667468498
1.9422743055555555e-07,2.6692845619994667,-16.25911899137392
1.9476996527777778e-07,0.7154155519009738,-21.977483971020146
1.953125e-07,2.3544701950544966,-16.804135766973655
1.958550347222222e-07,1.7388135946270182,-18.12053746839267
1.9639756944444444e-07,0.5803718956361311,-22.886004001578133
1.9694010416666667e-07,0.6866414765335429,-22.15576740419152
1.974826388888889e-07,2.341157926056897,-16.828760632092997
1.980251736111111e-07,2.7397590799382794,-16.145943989134206
1.9856770833333333e-07,0.8325697094256461,-21.318861675068025
1.9911024305555556e-07,2.6232949465968187,-16.33459651186493
1.9965277777777777e-07,2.4630237650047646,-16.608381715897348
2.001953125e-07,1.4828671167049274,-18.81204539233883
2.0073784722222223e-07,1.5371668550959448,-18.65585762340143
2.0128038194444445e-07,4.107167752619743,-14.387643323484095
2.0182291666666666e-07,1.30728586606064,-19.359362080732446
2.023654513888889e-07,1.1462702121348982,-19.930197671889452
2.0290798611111112e-07,1.4448135324852138,-18.92494973131735
2.0345052083333335e-07,1.4019760075865921,-19.055661923415677
2.0399305555555555e-07,0.360338280036668,-24.95596372586624
2.0453559027777778e-07,2.857189644299493,-15.963677064481681
2.05078125e-07,1.1116463054560757,-20.063401448789993
2.056206597222222e-07,0.9998540155327901,-20.523701787077755
2.0616319444444444e-07,0.7821697773451702,-21.59005742815548
2.0670572916666667e-07,3.445593614670643,-15.15042719904653
2.072482638888889e-07,0.16384102158329425,-28.37884126609258
2.077907986111111e-07,1.0834317994876925,-20.17505195543349
2.0833333333333333e-07,0.6085959216457046,-22.67977736115668
2.0887586805555556e-07,3.5871576416540427,-14.975563111790253
2.0941840277777777e-07,0.3296162444062136,-25.34298167037352
2.099609375e-07,2.7849010738986633,-16.074970011877227
2.1050347222222222e-07,0.602186596450987,-22.7257568913082
2.1104600694444445e-07,1.6580701731123113,-18.327038669469818
2.1158854166666666e-07,0.4063882036662595,-24.43365680748599
2.1213107638888889e-07,2.315488984925299,-16.87664054490138
2.1267361111111112e-07,0.6313391134194432,-22.520440777778393
2.1321614583333335e-07,0.7774992774577693,-21.616067797286334
2.1375868055555555e-07,1.3095083895048605,-19.35198488707065
2.1430121527777778e-07,3.8841447001155407,-14.630113730659527
2.1484375e-07,0.19741345317274886,-27.569300285389446
2.153862847222222e-07,2.350264632179375,-16.811900086551752
2.1592881944444444e-07,1.1464264728950129,-19.92960567743677
2.1647135416666667e-07,2.6722710057552876,-16.25426274243161
2.170138888888889e-07,0.7414250916103674,-21.82239494317796
2.175564236111111e-07,2.2753849292405537,-16.95251896572459
2.1809895833333333e-07,2.7101489231659674,-16.193136177418136
2.1864149305555556e-07,1.1468522449911045,-19.927993047689124
2.191840277777778e-07,1.000850054096172,-20.519377568477474
2.197265625e-07,1.0247379767542333,-20.416939423876876
2.2026909722222222e-07,2.30505069136667,-16.8962629324258
2.2081163194444445e-07,1.4723919020922571,-18.842833535964328
2.2135416666666666e-07,2.6091774902387104,-16.35803150687359
2.2189670138888889e-07,3.2652507124230126,-15.383902409483994
2.2243923611111112e-07,0.6835808943431448,-22.175168578708476
2.2298177083333334e-07,2.120955456970285,-17.257752260099796
2.2352430555555555e-07,3.476010612788304,-15.112256800853835
2.2406684027777778e-07,1.5543354934075935,-18.607620095527814
2.24609375e-07,1.220054915090716,-19.659273949725847
2.251519097222222e-07,1.2806760770855985,-19.448674768136865
2.2569444444444444e-07,4.101323746821137,-14.393827212203556
2.2623697916666667e-07,1.1160534945577953,-20.04621762173512
2.267795138888889e-07,1.8506426676538703,-17.849842029697648
2.273220486111111e-07,1.2517464068766635,-19.54790420395512
2.2786458333333333e-07,1.7982105841601792,-17.974662242628337
2.2840711805555556e-07,0.3465341083607866,-25.12560786416126
2.289496527777778e-07,5.413445046406332,-13.188330413541928
2.294921875e-07,1.1528426856549274,-19.905367253509407
2.3003472222222222e-07,1.2835601787797786,-19.43890538767247
2.3057725694444445e-07,0.3443676902275034,-25.152843761543934
2.3111979166666666e-07,2.6857748408478606,-16.23237172600389
2.3166232638888888e-07,0.20087568081392773,-27.49379412133169
2.3220486111111111e-07,1.3952969549354377,-19.076401273933023
2.3274739583333334e-07,0.06905907560353254,-32.1308601306655
2.3328993055555555e-07,2.246293055547548,-17.008403593478455
2.3383246527777778e-07,0.35150851365896135,-25.06370925583793
2.34375e-07,3.190181463826427,-15.484913865428178
2.349175347222222e-07,0.2365633825079668,-26.783592524971134
2.3546006944444444e-07,0.9143898573466752,-20.911753737259744
2.3600260416666667e-07,0.4173360884824044,-24.31820832562667
2.365451388888889e-07,3.0602715201129325,-15.665468132136972
2.370876736111111e-07,0.6546194323679356,-22.363178806425893
2.3763020833333333e-07,1.1360946209099398,-19.968922702485116
2.3817274305555556e-07,0.667253065732386,-22.28016195976073
2.3871527777777776e-07,2.049057866444464,-17.407525505578857
2.392578125e-07,0.3989806801407149,-24.51354907496234
2.398003472222222e-07,1.712987500672042,-18.185525798141434
2.4034288194444445e-07,1.5279524244373233,-18.681969419251526
2.408854166666667e-07,1.8799777426608943,-17.781540662145872
2.414279513888889e-07,0.6785419197877092,-22.207300906339476
2.419704861111111e-07,1.706029991973807,-18.203201120439545
2.425130208333333e-07,1.0460134098256584,-20.32769521636353
2.4305555555555555e-07,0.5515374860759715,-23.107317385730912
2.435980902777778e-07,1.6624245157326214,-18.315648390408924
2.44140625e-07,2.499338801071573,-16.544816423694385
2.4468315972222223e-07,1.386904482497127,-19.102602220244297
2.4522569444444446e-07,0.5584831057660306,-23.052967336821254
2.4576822916666664e-07,1.2653461557514531,-19.500974238387478
2.4631076388888887e-07,0.9787337402443164,-20.616422136624433
2.468532986111111e-07,0.6495800594747914,-22.396740891757972
2.4739583333333333e-07,0.8675778711718389,-21.13998307656392
2.4793836805555556e-07,2.341187184026155,-16.828706357688606
2.484809027777778e-07,1.0097302155174,-20.4810142139808
2.490234375e-07,1.6278763752254002,-18.406853533737113
2.4956597222222225e-07,0.9158134209776347,-20.90499770134214
2.501085069444444e-07,1.9170141374400727,-17.69681458141522
2.5065104166666665e-07,0.34660016133215826,-25.124780133018216
2.511935763888889e-07,0.8621699017398375,-21.16713916223016
2.517361111111111e-07,0.5363806823753102,-23.228336453839198
2.5227864583333334e-07,1.9738074491839979,-17.570019901557956
2.5282118055555557e-07,0.25226218117988736,-26.504546273007715
2.533637152777778e-07,2.906948344045443,-15.888694593276787
2.5390625e-07,0.6048072209333211,-22.706898061646577
2.544487847222222e-07,0.4961337105932464,-23.56708036963703
2.5499131944444444e-07,0.35717910996370805,-24.994207230904305
2.5553385416666667e-07,2.8256710532645712,-16.011851711901016
2.560763888888889e-07,0.3296270242864114,-25.342839639572198
2.566189236111111e-07,2.0597481626427077,-17.384926497048802
2.5716145833333335e-07,0.28499002045348104,-25.974771213238256
2.5770399305555553e-07,1.7070359821859211,-18.20064098234711
2.5824652777777776e-07,0.1332650451443499,-29.27590523079357
2.587890625e-07,0.6821532653157207,-22.18424811487235
2.593315972222222e-07,0.6428055720537991,-22.44227141113527
2.5987413194444445e-07,3.042743427819729,-15.690414407893158
2.604166666666667e-07,0.3263883437341773,-25.38572133376426
2.609592013888889e-07,1.657772763956133,-18.327817736260336
2.615017361111111e-07,0.7351562526852835,-21.85927118465323
2.620442708333333e-07,1.2429014233535634,-19.57870088464756
2.6258680555555554e-07,0.3676871281629217,-24.868283472955074
